ReviewText;Review;ReviewLength;PlayHours;DatePosted
"I am Malenia. Blade of Miquella.I still hear these words in my nightmares...Other than that, I'd recommend Elden Ring.I'm really bad at souls-like games but still enjoy them.Can't dump 1000 hours into any of these games to ""git gud"", so I thought I would give Elden Ring a try.I've read that it's a bit more forgiving than Dark Souls or Bloodborne, still challenging but not in a ""git gud""-kinda way.These articles and comments were right.While I still struggled at a few points, it never felt unfair and I was never ""stuck"" cause of Elden Ring's open world. Whenever a boss turned me into tomato paste 30 times in a row, I turned around and progressed on a different route. Fighting a different boss, defeating him, getting stronger and returning to the other boss again.I really enjoyed the game and I am looking forward to the DLC.";Recommended;689;95.5;03-29-2024
Probably the most fun I ever had in a video game. Exploration feels really fun and rewarding. Not just for the loot but the sight you get is a reward in itself. Combat is typical souls combat but with new skills and spells. The danger you feel while exploring the world really makes you feel like you are on a adventure which a game very rarely manages to get right in my opinion.The things I dislike are rather minor like the copy pasted catacombs with copy/pasted enemies and interior. You may also get to other low level zones later which means you'll completely obliterate a boss, that could be fun to learn. The biggest problem I have with this game is the reuse of enemies and bosses. There are MANY unique enemies and bosses but some bosses appear like 6 times which takes some of the excitement away. Especially when a big story boss reappears as a random optional boss with a misspelled name.;Recommended;738;272.9;03-29-2024
THIS IS NOT A GAME FOR PCIt's like they decided to punish the player if he plays with a mouse and keyboard instead of a controllerOr they just didn't care about the PC gamersI'm not sure which is worsedisappointing;Not Recommended;176;32.4;03-29-2024
Hands down the best RPG game i have ever played in my 25 years of life;Recommended;55;12.5;03-29-2024
based;Recommended;5;398.7;03-29-2024
Big W W W W W W W W w W w w W w w WW W w w w w w W WWWWw Ww Www w ww ww ww w ww wW ww ww w wwwwwWWwWWWWWWWWwWWWw;Recommended;75;3.4;03-29-2024
Dark Souls;Recommended;9;75.9;03-29-2024
Bed of chaos is better but still an alright game;Recommended;39;26.2;03-29-2024
The irony when your favourite game is also the bane of your existence;Recommended;57;88.3;03-29-2024
Mmmm, Onion Ring;Recommended;14;51.6;03-29-2024
I thought the game was mid until i played it, now i drown myself due to horrible opinion i previously had in order to be worth looking at Ranni's feet;Recommended;121;141.2;03-29-2024
Great game;Recommended;9;22.8;03-29-2024
GOATED GAME;Recommended;10;138.5;03-29-2024
Hands down the best RPG game i have ever played in my 25 years of life;Recommended;55;12.5;03-29-2024
based;Recommended;5;398.7;03-29-2024
Big W W W W W W W W w W w w W w w WW W w w w w w W WWWWw Ww Www w ww ww ww w ww wW ww ww w wwwwwWWwWWWWWWWWwWWWw;Recommended;75;3.4;03-29-2024
Dark Souls;Recommended;9;75.9;03-29-2024
Bed of chaos is better but still an alright game;Recommended;39;26.2;03-29-2024
The irony when your favourite game is also the bane of your existence;Recommended;57;88.3;03-29-2024
Mmmm, Onion Ring;Recommended;14;51.6;03-29-2024
I thought the game was mid until i played it, now i drown myself due to horrible opinion i previously had in order to be worth looking at Ranni's feet;Recommended;121;141.2;03-29-2024
Great game;Recommended;9;22.8;03-29-2024
GOATED GAME;Recommended;10;138.5;03-29-2024
Amazing game;Recommended;11;18.4;03-29-2024
endless hours of fun fun both solo and with friends;Recommended;42;216.4;03-29-2024
GIT GUD;Recommended;6;308.2;03-29-2024
w scenery;Recommended;8;73.2;03-29-2024
great game;Recommended;9;149.1;03-29-2024
Got bored in Limgrave, went to Caelid, game got 100x better;Recommended;49;236.8;03-29-2024
My girl gave me head for beating this game.;Recommended;35;1.0;03-29-2024
Truly an amazing experience that you'll remember for your entire gaming career;Recommended;67;115.2;03-29-2024
if you want suicidal thoughts i highly recomend this game;Recommended;48;4.1;03-29-2024
Bonk Bonk Oonga Bunga Game, Play Good? Good Game. No Play Good? Git Good.;Recommended;60;45.1;03-29-2024
Amazing game;Recommended;11;18.4;03-29-2024
endless hours of fun fun both solo and with friends;Recommended;42;216.4;03-29-2024
GIT GUD;Recommended;6;308.2;03-29-2024
w scenery;Recommended;8;73.2;03-29-2024
great game;Recommended;9;149.1;03-29-2024
Got bored in Limgrave, went to Caelid, game got 100x better;Recommended;49;236.8;03-29-2024
My girl gave me head for beating this game.;Recommended;35;1.0;03-29-2024
Truly an amazing experience that you'll remember for your entire gaming career;Recommended;67;115.2;03-29-2024
if you want suicidal thoughts i highly recomend this game;Recommended;48;4.1;03-29-2024
Bonk Bonk Oonga Bunga Game, Play Good? Good Game. No Play Good? Git Good.;Recommended;60;45.1;03-29-2024
"Definitely deserved game of the year.""Emboldened by the flame of ambition""";Recommended;64;46.4;03-29-2024
wow... just wow. fun, hard, impossible, entertaining.. Elden Ring is my first souls and oh my goodness, it is a roller coaster of hatred and joy. Currently on NG+4 and I am still finding new stuff. So excited for the DLC....;Recommended;184;191.1;03-28-2024
fun;Recommended;3;160.3;03-28-2024
This is what meth did to Andre, kids. Stay safe.;Recommended;39;38.6;03-28-2024
insane;Recommended;6;33.3;03-28-2024
berserk;Recommended;7;12.4;03-28-2024
"didnt expect elden ring....in short ; try buying";Recommended;41;110.1;03-28-2024
You Died. Try again? You Died. -6 hours later- GREAT ENEMY FELLED;Recommended;54;382.4;03-28-2024
EVREYTHING;Recommended;10;258.2;03-28-2024
good;Recommended;4;134.7;03-28-2024
"Definitely deserved game of the year.""Emboldened by the flame of ambition""";Recommended;64;46.4;03-29-2024
wow... just wow. fun, hard, impossible, entertaining.. Elden Ring is my first souls and oh my goodness, it is a roller coaster of hatred and joy. Currently on NG+4 and I am still finding new stuff. So excited for the DLC....;Recommended;184;191.1;03-28-2024
fun;Recommended;3;160.3;03-28-2024
This is what meth did to Andre, kids. Stay safe.;Recommended;39;38.6;03-28-2024
insane;Recommended;6;33.3;03-28-2024
berserk;Recommended;7;12.4;03-28-2024
"didnt expect elden ring....in short ; try buying";Recommended;41;110.1;03-28-2024
You Died. Try again? You Died. -6 hours later- GREAT ENEMY FELLED;Recommended;54;382.4;03-28-2024
EVREYTHING;Recommended;10;258.2;03-28-2024
good;Recommended;4;134.7;03-28-2024
the world building is really interesting;Recommended;35;6.6;03-28-2024
If I wasn't on so many SSRIs, this game would have me at full mast. 5/10 for half mast.;Recommended;69;60.9;03-28-2024
good;Recommended;4;186.0;03-28-2024
the most frustrating piece of ♥♥♥♥ game i've ever had the displeasure of playing;Recommended;67;181.3;03-28-2024
the best game of the history, i love you miyazaki;Recommended;40;31.0;03-28-2024
Good;Recommended;4;157.2;03-28-2024
its ok;Recommended;5;157.0;03-28-2024
.;Recommended;1;66.3;03-28-2024
Wow amazing game a little late to the party becasue I just got a pc this holiday but this game is great, im only like 22 hours in and like 2 main bosses down and im still loving every second of this game! Im sure you all heard it by now but this game is a must buy 10/10 for me.;Recommended;218;24.8;03-28-2024
This game is incredible. Have played it from start to finish at least a dozen times now, including (1) play-through that is at NG+6. It's difficult, and certainly has a learning curve, being my first souls-type game, but it was probably the most rewarding game to complete I've ever played. Gladly will be paying for the DLC to extend this gameplay.One warning, is that once you learn the combat system of this game, it will make all others feel stale, boring, or easy in comparison. That is the only down-side I had found, and I'm not entirely sure it's a bad thing to have high standards for gaming studios moving forward.;Recommended;514;290.9;03-28-2024
the world building is really interesting;Recommended;35;6.6;03-28-2024
If I wasn't on so many SSRIs, this game would have me at full mast. 5/10 for half mast.;Recommended;69;60.9;03-28-2024
good;Recommended;4;186.0;03-28-2024
the most frustrating piece of ♥♥♥♥ game i've ever had the displeasure of playing;Recommended;67;181.3;03-28-2024
the best game of the history, i love you miyazaki;Recommended;40;31.0;03-28-2024
Good;Recommended;4;157.2;03-28-2024
its ok;Recommended;5;157.0;03-28-2024
.;Recommended;1;66.3;03-28-2024
Wow amazing game a little late to the party becasue I just got a pc this holiday but this game is great, im only like 22 hours in and like 2 main bosses down and im still loving every second of this game! Im sure you all heard it by now but this game is a must buy 10/10 for me.;Recommended;218;24.8;03-28-2024
This game is incredible. Have played it from start to finish at least a dozen times now, including (1) play-through that is at NG+6. It's difficult, and certainly has a learning curve, being my first souls-type game, but it was probably the most rewarding game to complete I've ever played. Gladly will be paying for the DLC to extend this gameplay.One warning, is that once you learn the combat system of this game, it will make all others feel stale, boring, or easy in comparison. That is the only down-side I had found, and I'm not entirely sure it's a bad thing to have high standards for gaming studios moving forward.;Recommended;514;290.9;03-28-2024
This game is absolute trash, I hate it. 10/10 would play NOT replay it, good first play through tho.;Recommended;82;59.9;03-28-2024
I strongly recommend this game, yes you are gonna get mad, yes you are gonna break your keyboard, and yes you are going to die, But there is a great story and the way that each decicion influences in the story is amazing;Recommended;178;75.9;03-28-2024
Best game of all time;Recommended;17;54.3;03-28-2024
Some of the coolest FROMSOFTWARE bosses yet.;Recommended;38;94.6;03-28-2024
if you dont play ur gay;Recommended;18;509.7;03-28-2024
eyy;Recommended;3;303.4;03-28-2024
Jman sucks at this game fr;Recommended;21;104.4;03-28-2024
mommy give hug :D;Recommended;14;99.9;03-28-2024
The most fun game i have ever played and will always be. This is the most recommended game I own.;Recommended;78;110.2;03-28-2024
A masterpiece, I have never played something so unique and visually gorgeous (lost all of my hair in the process and now im bald);Recommended;106;92.2;03-28-2024
This game is absolute trash, I hate it. 10/10 would play NOT replay it, good first play through tho.;Recommended;82;59.9;03-28-2024
I strongly recommend this game, yes you are gonna get mad, yes you are gonna break your keyboard, and yes you are going to die, But there is a great story and the way that each decicion influences in the story is amazing;Recommended;178;75.9;03-28-2024
Best game of all time;Recommended;17;54.3;03-28-2024
Some of the coolest FROMSOFTWARE bosses yet.;Recommended;38;94.6;03-28-2024
if you dont play ur gay;Recommended;18;509.7;03-28-2024
eyy;Recommended;3;303.4;03-28-2024
Jman sucks at this game fr;Recommended;21;104.4;03-28-2024
mommy give hug :D;Recommended;14;99.9;03-28-2024
The most fun game i have ever played and will always be. This is the most recommended game I own.;Recommended;78;110.2;03-28-2024
A masterpiece, I have never played something so unique and visually gorgeous (lost all of my hair in the process and now im bald);Recommended;106;92.2;03-28-2024
w;Recommended;1;62.2;03-28-2024
:);Recommended;2;12.8;03-28-2024
is good;Recommended;6;38.2;03-28-2024
goatland;Recommended;8;133.2;03-28-2024
dual colossal sword go hard;Recommended;23;92.9;03-28-2024
this game is really fun;Recommended;19;225.0;03-28-2024
Praise the ring!;Recommended;14;972.2;03-28-2024
nice;Recommended;4;22.9;03-28-2024
Yes.;Recommended;4;588.1;03-28-2024
Obviously nothing really needs to be said about this game what with it being so critically acclaimed and all. I loved it! The stealth mechanic that migrated over from Sekiro is a welcome addition. So many of the environments felt like call backs to previous soulsbourne games which I loved to see. There are so many different play styles available for someone since their are so many different weapons and spells. 10/10- would forget my entire playthrough and enjoy again!;Recommended;393;124.2;03-28-2024
w;Recommended;1;62.2;03-28-2024
:);Recommended;2;12.8;03-28-2024
is good;Recommended;6;38.2;03-28-2024
goatland;Recommended;8;133.2;03-28-2024
dual colossal sword go hard;Recommended;23;92.9;03-28-2024
this game is really fun;Recommended;19;225.0;03-28-2024
Praise the ring!;Recommended;14;972.2;03-28-2024
nice;Recommended;4;22.9;03-28-2024
Yes.;Recommended;4;588.1;03-28-2024
Obviously nothing really needs to be said about this game what with it being so critically acclaimed and all. I loved it! The stealth mechanic that migrated over from Sekiro is a welcome addition. So many of the environments felt like call backs to previous soulsbourne games which I loved to see. There are so many different play styles available for someone since their are so many different weapons and spells. 10/10- would forget my entire playthrough and enjoy again!;Recommended;393;124.2;03-28-2024
This game beats my ass more than my parents. 10/10;Recommended;41;122.3;03-28-2024
good game;Recommended;8;125.5;03-28-2024
Great game beat it on PS5 just replaying it on PC for the DLC;Recommended;48;9.7;03-28-2024
very good much wow;Recommended;15;25.4;03-28-2024
i got cooked on the second boss, im done with this game if you enjoy this game then you have a serious kink that you should talk about with someone;Not Recommended;118;12.7;03-28-2024
I would sell my left nut to play this game for the first time again;Recommended;53;202.3;03-28-2024
LILUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU is a nugger;Recommended;57;7.5;03-28-2024
Challenging but perfectly fair, the result of a studio taking every lesson learned and improving each time. Open world does a better job of easing you in to the difficulty than previous linear titles.;Recommended;167;246.9;03-28-2024
One of the best games I have played. I have over 100 hours on console and now enjoying the PC version;Recommended;81;12.1;03-28-2024
The accumulation of all From Software's best ideas and fantastic combat put into a huge open world with over 80 bosses. There's so many random encounters and dungeons to explore and endless weapons to try it feels like an adventure that never ends, every new location discovered better than the last. Not to mention the jaw dropping visuals with a level of detail that is a true feat for a game of this size.Yeah it's pretty good;Recommended;353;60.7;03-28-2024
This game beats my ass more than my parents. 10/10;Recommended;41;122.3;03-28-2024
good game;Recommended;8;125.5;03-28-2024
Great game beat it on PS5 just replaying it on PC for the DLC;Recommended;48;9.7;03-28-2024
very good much wow;Recommended;15;25.4;03-28-2024
i got cooked on the second boss, im done with this game if you enjoy this game then you have a serious kink that you should talk about with someone;Not Recommended;118;12.7;03-28-2024
I would sell my left nut to play this game for the first time again;Recommended;53;202.3;03-28-2024
LILUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU is a nugger;Recommended;57;7.5;03-28-2024
Challenging but perfectly fair, the result of a studio taking every lesson learned and improving each time. Open world does a better job of easing you in to the difficulty than previous linear titles.;Recommended;167;246.9;03-28-2024
One of the best games I have played. I have over 100 hours on console and now enjoying the PC version;Recommended;81;12.1;03-28-2024
The accumulation of all From Software's best ideas and fantastic combat put into a huge open world with over 80 bosses. There's so many random encounters and dungeons to explore and endless weapons to try it feels like an adventure that never ends, every new location discovered better than the last. Not to mention the jaw dropping visuals with a level of detail that is a true feat for a game of this size.Yeah it's pretty good;Recommended;353;60.7;03-28-2024
Do I Even Need To Say Anything :0;Recommended;26;102.1;03-28-2024
its too hard ,only for die hards ,help vids useless had this in many games you can do this and that get great scores ,,,,no they are paid for giving you ♥♥♥♥♥♥♥♥ ,,leave this game alone;Not Recommended;150;57.0;03-28-2024
good game;Recommended;8;78.0;03-28-2024
I suppose one could say it's kinda neat.;Recommended;33;284.6;03-28-2024
IDK what I am doing with my life, help me.;Recommended;33;19.3;03-28-2024
My first ever souls born game and ive already beaten the game twice within a week. This is probably the most indepth masterpiece ive ever played, it makes perfect sense this won GOTY;Recommended;150;64.1;03-28-2024
good stuff;Recommended;9;83.8;03-28-2024
try fingers,but hole;Recommended;18;24.7;03-28-2024
masterpiece;Recommended;11;425.4;03-28-2024
Very rarely do I wish that a game never ended, but this one felt like a magnificent dream that looked to have no end in sight. When it finally did it was a bitter sweet moment. Every area is so detailed, so beautiful, so rich in character and atmosphere that its almost unreal. The combat is fluid, weapons/spells are all interesting and feel fresh whenever you use something new, build diversity is there. The enemies offer challenge level from easy to hard to b.s but that's all part of this mountain that you must climb, b.s and all. Some of the best designed bosses in all souls games including sekiro. Jumping is a simple yet refreshing game mechanic that makes the game play feel more free. The MUSIC needs to praise because it goes without saying. 10/10;Recommended;624;144.9;03-28-2024
Do I Even Need To Say Anything :0;Recommended;26;102.1;03-28-2024
its too hard ,only for die hards ,help vids useless had this in many games you can do this and that get great scores ,,,,no they are paid for giving you ♥♥♥♥♥♥♥♥ ,,leave this game alone;Not Recommended;150;57.0;03-28-2024
good game;Recommended;8;78.0;03-28-2024
I suppose one could say it's kinda neat.;Recommended;33;284.6;03-28-2024
IDK what I am doing with my life, help me.;Recommended;33;19.3;03-28-2024
My first ever souls born game and ive already beaten the game twice within a week. This is probably the most indepth masterpiece ive ever played, it makes perfect sense this won GOTY;Recommended;150;64.1;03-28-2024
good stuff;Recommended;9;83.8;03-28-2024
try fingers,but hole;Recommended;18;24.7;03-28-2024
masterpiece;Recommended;11;425.4;03-28-2024
Very rarely do I wish that a game never ended, but this one felt like a magnificent dream that looked to have no end in sight. When it finally did it was a bitter sweet moment. Every area is so detailed, so beautiful, so rich in character and atmosphere that its almost unreal. The combat is fluid, weapons/spells are all interesting and feel fresh whenever you use something new, build diversity is there. The enemies offer challenge level from easy to hard to b.s but that's all part of this mountain that you must climb, b.s and all. Some of the best designed bosses in all souls games including sekiro. Jumping is a simple yet refreshing game mechanic that makes the game play feel more free. The MUSIC needs to praise because it goes without saying. 10/10;Recommended;624;144.9;03-28-2024
starts of pretty slow then gets fun then gets slow but then fun;Recommended;51;24.0;03-28-2024
I'm bad.;Recommended;7;104.2;03-28-2024
Best game I've played so far.;Recommended;24;266.8;03-28-2024
BEST GAME EVER LIKE NOT FKG WITH u;Recommended;27;69.8;03-28-2024
after finishing this game i can confirm it turned me into a simp 😔😔😔;Recommended;55;56.3;03-28-2024
nearly quit multiple times, therefore was instantly hooked;Recommended;51;82.0;03-28-2024
I can't decide how I feel about an open world Souls game but I have played enough of it that I guess it must be really good;Recommended;97;170.8;03-28-2024
Getting slapped around by Gold Horseman10/10 fantastic game;Recommended;52;7.3;03-28-2024
Product received for freeJust yes;Recommended;29;451.7;03-28-2024
good;Recommended;4;18.6;03-28-2024
starts of pretty slow then gets fun then gets slow but then fun;Recommended;51;24.0;03-28-2024
I'm bad.;Recommended;7;104.2;03-28-2024
Best game I've played so far.;Recommended;24;266.8;03-28-2024
BEST GAME EVER LIKE NOT FKG WITH u;Recommended;27;69.8;03-28-2024
after finishing this game i can confirm it turned me into a simp 😔😔😔;Recommended;55;56.3;03-28-2024
nearly quit multiple times, therefore was instantly hooked;Recommended;51;82.0;03-28-2024
I can't decide how I feel about an open world Souls game but I have played enough of it that I guess it must be really good;Recommended;97;170.8;03-28-2024
Getting slapped around by Gold Horseman10/10 fantastic game;Recommended;52;7.3;03-28-2024
Product received for freeJust yes;Recommended;29;451.7;03-28-2024
good;Recommended;4;18.6;03-28-2024
Elden Souls;Recommended;10;108.5;03-28-2024
I am a Demon's Souls hipster, and played it before Soulslike was a buzzword. It feels like Elden Ring is what FromSoftware was working towards all of these years. It is an amazing game.;Recommended;152;312.1;03-28-2024
One of if not THE best single players of all time.;Recommended;40;69.0;03-28-2024
;Recommended;0;132.4;03-28-2024
fort, night.;Recommended;11;15.2;03-28-2024
nice game ! il pup pe ivan.;Recommended;21;87.1;03-28-2024
Second Best souls-like game Ever. very fun huge and now were getting even more DLC Had to buy it on PC as well since i had it on xbox and played over 1000 hours there too.;Recommended;136;21.3;03-28-2024
i killed tow half gods while beeing complitly naked 10/10 had fun;Recommended;54;12.7;03-28-2024
Foul Tarnished;Recommended;13;111.2;03-28-2024
"This is definitely one of the best games ever produced, and clearly one of the bests from From Software. The graphics and quality are stunning, the fluidity is amazing and you will never get such an amazing open world for a Souls-like again. The fact that you have to puzzle the whole story together also makes it feel never ending. I feel like this is a generation's accumulation of gaming and Data all put together to create one huge masterpiece. I cannot wait for ""Shadows of the Erdtree"" and am getting sooo impatient about it. Would recommend to anyone trying to get into Souls-like games.";Recommended;490;401.3;03-28-2024
Elden Souls;Recommended;10;108.5;03-28-2024
I am a Demon's Souls hipster, and played it before Soulslike was a buzzword. It feels like Elden Ring is what FromSoftware was working towards all of these years. It is an amazing game.;Recommended;152;312.1;03-28-2024
One of if not THE best single players of all time.;Recommended;40;69.0;03-28-2024
;Recommended;0;132.4;03-28-2024
fort, night.;Recommended;11;15.2;03-28-2024
nice game ! il pup pe ivan.;Recommended;21;87.1;03-28-2024
Second Best souls-like game Ever. very fun huge and now were getting even more DLC Had to buy it on PC as well since i had it on xbox and played over 1000 hours there too.;Recommended;136;21.3;03-28-2024
i killed tow half gods while beeing complitly naked 10/10 had fun;Recommended;54;12.7;03-28-2024
Foul Tarnished;Recommended;13;111.2;03-28-2024
"This is definitely one of the best games ever produced, and clearly one of the bests from From Software. The graphics and quality are stunning, the fluidity is amazing and you will never get such an amazing open world for a Souls-like again. The fact that you have to puzzle the whole story together also makes it feel never ending. I feel like this is a generation's accumulation of gaming and Data all put together to create one huge masterpiece. I cannot wait for ""Shadows of the Erdtree"" and am getting sooo impatient about it. Would recommend to anyone trying to get into Souls-like games.";Recommended;490;401.3;03-28-2024
Margit is ez;Recommended;10;24.2;03-28-2024
It's good. You already know this.;Recommended;28;97.7;03-28-2024
Didnt like it at first, but now I am addicted;Recommended;36;113.8;03-28-2024
good;Recommended;4;351.7;03-28-2024
difficult but fun;Recommended;15;128.1;03-28-2024
arguably the best game I've ever played.;Recommended;34;154.6;03-28-2024
i like the part where you die;Recommended;23;47.6;03-28-2024
Game is very good, and @Livden has a smoll ♥♥♥♥;Recommended;38;245.6;03-28-2024
eldin fart;Recommended;9;132.5;03-28-2024
Fire game;Recommended;8;192.2;03-28-2024
Margit is ez;Recommended;10;24.2;03-28-2024
It's good. You already know this.;Recommended;28;97.7;03-28-2024
Didnt like it at first, but now I am addicted;Recommended;36;113.8;03-28-2024
good;Recommended;4;351.7;03-28-2024
difficult but fun;Recommended;15;128.1;03-28-2024
arguably the best game I've ever played.;Recommended;34;154.6;03-28-2024
i like the part where you die;Recommended;23;47.6;03-28-2024
Game is very good, and @Livden has a smoll ♥♥♥♥;Recommended;38;245.6;03-28-2024
eldin fart;Recommended;9;132.5;03-28-2024
Fire game;Recommended;8;192.2;03-28-2024
YE;Recommended;2;8.3;03-28-2024
this game is gonna put me in anger management classes, so you should 10000% buy 10 copies.;Recommended;74;579.1;03-28-2024
very good if high mental capacity;Recommended;28;81.1;03-28-2024
Elden Ring, O Elden Ring,why is it always strong foe?;Recommended;44;205.0;03-28-2024
Good Game not for the weak of mind tho;Recommended;30;107.6;03-28-2024
Try finger;Recommended;9;182.8;03-28-2024
good gam;Recommended;7;22.1;03-28-2024
super fun;Recommended;8;318.7;03-28-2024
Best game;Recommended;8;81.3;03-28-2024
Very good game, just incredibly overrated😂 everyone praises this game like it’s the best game ever made EVER but in reality it’s a super fun and challenging game about killing kickass monsters. It’s just like darksouls where it doesn’t tell a story, but has a lot of history told through set pieces, so this game is great to watch a video and just grind out bosses in an open world.;Recommended;313;3.2;03-28-2024
YE;Recommended;2;8.3;03-28-2024
this game is gonna put me in anger management classes, so you should 10000% buy 10 copies.;Recommended;74;579.1;03-28-2024
very good if high mental capacity;Recommended;28;81.1;03-28-2024
Elden Ring, O Elden Ring,why is it always strong foe?;Recommended;44;205.0;03-28-2024
Good Game not for the weak of mind tho;Recommended;30;107.6;03-28-2024
Try finger;Recommended;9;182.8;03-28-2024
good gam;Recommended;7;22.1;03-28-2024
super fun;Recommended;8;318.7;03-28-2024
Best game;Recommended;8;81.3;03-28-2024
Very good game, just incredibly overrated😂 everyone praises this game like it’s the best game ever made EVER but in reality it’s a super fun and challenging game about killing kickass monsters. It’s just like darksouls where it doesn’t tell a story, but has a lot of history told through set pieces, so this game is great to watch a video and just grind out bosses in an open world.;Recommended;313;3.2;03-28-2024
Peak.;Recommended;5;149.1;03-28-2024
Good Game no Xbox controller support native;Not Recommended;37;8.4;03-28-2024
Product refundedCBT;Not Recommended;18;1.8;03-28-2024
One of the best games to exist! In the Top 3 Games in my opinion with Red Dead 2.;Recommended;63;81.5;03-28-2024
Amazing game. Love it.;Recommended;19;637.7;03-28-2024
"I accidentally got engaged to the ghost of a demigod piloting a 4-armed witch puppet; ended up going on a 1,000 year long journey through space with her in the end.10/10, would recommend.";Recommended;155;395.3;03-28-2024
It's a problem. I dump 30 hours a week when i play;Recommended;39;161.7;03-28-2024
Dark Souls spread thin over a bloated open world map;Not Recommended;43;37.5;03-28-2024
Product received for freelkjhgfdasdfgh;Recommended;35;32.3;03-28-2024
After playing Dark souls 3 (first souls game which i actually really liked) decided to start this.. Again!, I had played this for a bit a long time ago but didn't really get invested no idea why lost interest i suppose *shrug*Decided to come back make a brand new character and am currently really enjoying this game now, Love the open world and am a lot more patient with things then i first was, The open world is amazing so much to see and do! Loving this! Would recommend to anyone even if your new to the souls genre! :);Recommended;426;63.9;03-28-2024
Peak.;Recommended;5;149.1;03-28-2024
Good Game no Xbox controller support native;Not Recommended;37;8.4;03-28-2024
Product refundedCBT;Not Recommended;18;1.8;03-28-2024
One of the best games to exist! In the Top 3 Games in my opinion with Red Dead 2.;Recommended;63;81.5;03-28-2024
Amazing game. Love it.;Recommended;19;637.7;03-28-2024
"I accidentally got engaged to the ghost of a demigod piloting a 4-armed witch puppet; ended up going on a 1,000 year long journey through space with her in the end.10/10, would recommend.";Recommended;155;395.3;03-28-2024
It's a problem. I dump 30 hours a week when i play;Recommended;39;161.7;03-28-2024
Dark Souls spread thin over a bloated open world map;Not Recommended;43;37.5;03-28-2024
Product received for freelkjhgfdasdfgh;Recommended;35;32.3;03-28-2024
After playing Dark souls 3 (first souls game which i actually really liked) decided to start this.. Again!, I had played this for a bit a long time ago but didn't really get invested no idea why lost interest i suppose *shrug*Decided to come back make a brand new character and am currently really enjoying this game now, Love the open world and am a lot more patient with things then i first was, The open world is amazing so much to see and do! Loving this! Would recommend to anyone even if your new to the souls genre! :);Recommended;426;63.9;03-28-2024
Reasons to quitWater Fowl danceMelania and her life steal;Not Recommended;49;127.4;03-28-2024
it good;Recommended;6;70.1;03-28-2024
just got Ranni ending, four arms gonna go crazy tonight.;Recommended;47;53.2;03-28-2024
this is honestly one of the greatest games i have played, very deserving of GOTY all the negative reviews are from people who are bad;Recommended;109;113.5;03-28-2024
This is the best game I've ever played;Recommended;31;74.9;03-28-2024
Its a good game what can I say even tho I am not that good but its not as hard as DarkSouls I beleive;Recommended;78;8.5;03-28-2024
one of the best game ever;Recommended;20;95.1;03-28-2024
I hate this game its way to hard. Highly recommend.;Recommended;42;58.6;03-28-2024
the ripping and the tearing;Recommended;23;65.9;03-28-2024
gOOD GAME;Recommended;8;137.3;03-28-2024
Reasons to quitWater Fowl danceMelania and her life steal;Not Recommended;49;127.4;03-28-2024
it good;Recommended;6;70.1;03-28-2024
just got Ranni ending, four arms gonna go crazy tonight.;Recommended;47;53.2;03-28-2024
this is honestly one of the greatest games i have played, very deserving of GOTY all the negative reviews are from people who are bad;Recommended;109;113.5;03-28-2024
This is the best game I've ever played;Recommended;31;74.9;03-28-2024
Its a good game what can I say even tho I am not that good but its not as hard as DarkSouls I beleive;Recommended;78;8.5;03-28-2024
one of the best game ever;Recommended;20;95.1;03-28-2024
I hate this game its way to hard. Highly recommend.;Recommended;42;58.6;03-28-2024
the ripping and the tearing;Recommended;23;65.9;03-28-2024
gOOD GAME;Recommended;8;137.3;03-28-2024
Best game of all time;Recommended;17;250.3;03-28-2024
The music sold me.;Recommended;15;121.1;03-28-2024
ggggg;Recommended;5;39.7;03-28-2024
Incredible game, an all time favorite! 300+ hours across 2 consoles and PC! Well worth the money!;Recommended;81;38.6;03-28-2024
its amazing the best game i have ever played i can recommend it enough;Recommended;57;436.9;03-28-2024
Product received for freetry fingersbut hole;Recommended;39;27.0;03-28-2024
Yes;Recommended;3;7.0;03-28-2024
i hate the scary space worm with the scary face.;Recommended;39;122.7;03-28-2024
Elden Ring made me stop playing halfway because towards the late game it was getting a little too brutal, BUT WE DONT BACK DOWN AND WE NEVER GIVE UP AND WE BEAT IT 2 MORE TIMES BECAUSE THIS IS GOTY. I always say the souls games get better the more you replay them. So if you read this, get a new character and your dragon smithing stones ready the the shadow of the erdtree.I be Mohging all the way to the erdtree, first play through was a grim reaper black flame scythe build (made for a strength play-style but with a focus on dexterity). The frenzied flame incantations are the best edition to the souls magic system and was the core of my NG+ play through. Lazers shooting out your eyes and morgotts cursed sword were stat hungry tools but lvl 155 allowed for a hybrid build that leaves scorched earth in a wake. The 3rd play through I finally got around to using my favorite archetype of weapon, the colossal swords. Worked in most of them to deal with different areas and bosses but the real hero was actually working the grafted dragon first to the off hand to roll catch and get safe hits on bosses. The mimic tear spirit ashes is for noobs. So I used the Jellyfish and the stormhawk. Intelligence and the way of fists are gonna be the next play through.;Recommended;1026;256.0;03-28-2024
10/10 MY LORD;Recommended;11;75.4;03-28-2024
Best game of all time;Recommended;17;250.3;03-28-2024
The music sold me.;Recommended;15;121.1;03-28-2024
ggggg;Recommended;5;39.7;03-28-2024
